11.725,0.65973,-2.85,1.7405+3.1416i,-10.1
11.684,0.81394,-2.8,1.7228+3.1416i,-9.8
11.647,0.99558,-2.75,1.7047+3.1416i,-9.5
11.614,1.2175,-2.7,1.6864+3.1416i,-9.2
11.584,1.5013,-2.65,1.6677+3.1416i,-8.9
11.558,1.8856,-2.6,1.6487+3.1416i,-8.6
11.537,2.4494,-2.55,1.6292+3.1416i,-8.3
11.521,3.3805,-2.5,1.6094+3.1416i,-8
11.509,5.2675,-2.45,1.5892+3.1416i,-7.7
11.502,11.385,-2.4,1.5686+3.1416i,-7.4
11.5,-80.713,-2.35,1.5476+3.1416i,-7.1
11.503,-8.8602,-2.3,1.5261+3.1416i,-6.8
11.511,-4.6373,-2.25,1.5041+3.1416i,-6.5
11.524,-3.0963,-2.2,1.4816+3.1416i,-6.2
11.542,-2.2858,-2.15,1.4586+3.1416i,-5.9
11.564,-1.7778,-2.1,1.4351+3.1416i,-5.6
11.591,-1.4235,-2.05,1.411+3.1416i,-5.3
11.622,-1.1578,-2,1.3863+3.1416i,-5
11.656,-0.94742,-1.95,1.361+3.1416i,-4.7
11.694,-0.77356,-1.9,1.335+3.1416i,-4.4
11.735,-0.62473,-1.85,1.3083+3.1416i,-4.1
11.779,-0.49347,-1.8,1.2809+3.1416i,-3.8
11.825,-0.37459,-1.75,1.2528+3.1416i,-3.5
11.872,-0.26432,-1.7,1.2238+3.1416i,-3.2
11.921,-0.15975,-1.65,1.1939+3.1416i,-2.9
11.971,-0.058474,-1.6,1.1632+3.1416i,-2.6
12.021,0.041617,-1.55,1.1314+3.1416i,-2.3
12.071,0.14255,-1.5,1.0986+3.1416i,-2
12.12,0.24641,-1.45,1.0647+3.1416i,-1.7
12.167,0.35553,-1.4,1.0296+3.1416i,-1.4
12.214,0.47273,-1.35,0.99325+3.1416i,-1.1
12.258,0.6016,-1.3,0.95551+3.1416i,-0.8
12.299,0.74702,-1.25,0.91629+3.1416i,-0.5
12.338,0.91601,-1.2,0.87547+3.1416i,-0.2
12.373,1.1192,-1.15,0.83291+3.1416i,0.1
12.404,1.3738,-1.1,0.78846+3.1416i,0.4
12.432,1.7098,-1.05,0.74194+3.1416i,0.7
12.455,2.185,-1,0.69315+3.1416i,1
12.473,2.9271,-0.95,0.64185+3.1416i,1.3
12.487,4.2863,-0.9,0.58779+3.1416i,1.6
12.496,7.6966,-0.85,0.53063+3.1416i,1.9
12.5,34.233,-0.8,0.47+3.1416i,2.2
12.499,-14.101,-0.75,0.40547+3.1416i,2.5
12.493,-5.7979,-0.7,0.33647+3.1416i,2.8
12.482,-3.6021,-0.65,0.26236+3.1416i,3.1
12.466,-2.5722,-0.6,0.18232+3.1416i,3.4
12.446,-1.9648,-0.55,0.09531+3.1416i,3.7
12.421,-1.5574,-0.5,0+3.1416i,4
12.392,-1.2602,-0.45,-0.10536+3.1416i,4.3
12.359,-1.0296,-0.4,-0.22314+3.1416i,4.6
12.322,-0.84229,-0.35,-0.35667+3.1416i,4.9
12.282,-0.68414,-0.3,-0.51083+3.1416i,5.2
12.24,-0.5463,-0.25,-0.69315+3.1416i,5.5
12.195,-0.42279,-0.2,-0.91629+3.1416i,5.8
12.148,-0.30934,-0.15,-1.204+3.1416i,6.1
12.099,-0.20271,-0.1,-1.6094+3.1416i,6.4
12.05,-0.10033,-0.05,-2.3026+3.1416i,6.7
12,0,0,-Inf,7
11.95,0.10033,0.05,-2.3026,7.3
11.901,0.20271,0.1,-1.6094,7.6
11.852,0.30934,0.15,-1.204,7.9
11.805,0.42279,0.2,-0.91629,8.2
11.76,0.5463,0.25,-0.69315,8.5
11.718,0.68414,0.3,-0.51083,8.8
11.678,0.84229,0.35,-0.35667,9.1
11.641,1.0296,0.4,-0.22314,9.4
11.608,1.2602,0.45,-0.10536,9.7
11.579,1.5574,0.5,0,10
11.554,1.9648,0.55,0.09531,10.3
11.534,2.5722,0.6,0.18232,10.6
11.518,3.6021,0.65,0.26236,10.9
11.507,5.7979,0.7,0.33647,11.2
11.501,14.101,0.75,0.40547,11.5
11.5,-34.233,0.8,0.47,11.8
11.504,-7.6966,0.85,0.53063,12.1
11.513,-4.2863,0.9,0.58779,12.4
11.527,-2.9271,0.95,0.64185,12.7
11.545,-2.185,1,0.69315,13
11.568,-1.7098,1.05,0.74194,13.3
11.596,-1.3738,1.1,0.78846,13.6
11.627,-1.1192,1.15,0.83291,13.9
11.662,-0.91601,1.2,0.87547,14.2
11.701,-0.74702,1.25,0.91629,14.5
11.742,-0.6016,1.3,0.95551,14.8
11.786,-0.47273,1.35,0.99325,15.1
11.833,-0.35553,1.4,1.0296,15.4
11.88,-0.24641,1.45,1.0647,15.7
11.929,-0.14255,1.5,1.0986,16
11.979,-0.041617,1.55,1.1314,16.3
12.029,0.058474,1.6,1.1632,16.6
12.079,0.15975,1.65,1.1939,16.9
12.128,0.26432,1.7,1.2238,17.2
12.175,0.37459,1.75,1.2528,17.5
12.221,0.49347,1.8,1.2809,17.8
12.265,0.62473,1.85,1.3083,18.1
12.306,0.77356,1.9,1.335,18.4
12.344,0.94742,1.95,1.361,18.7
12.378,1.1578,2,1.3863,19
12.409,1.4235,2.05,1.411,19.3
12.436,1.7778,2.1,1.4351,19.6
12.458,2.2858,2.15,1.4586,19.9
12.476,3.0963,2.2,1.4816,20.2
12.489,4.6373,2.25,1.5041,20.5
12.497,8.8602,2.3,1.5261,20.8
12.5,80.713,2.35,1.5476,21.1
12.498,-11.385,2.4,1.5686,21.4
12.491,-5.2675,2.45,1.5892,21.7
12.479,-3.3805,2.5,1.6094,22
12.463,-2.4494,2.55,1.6292,22.3
12.442,-1.8856,2.6,1.6487,22.6
12.416,-1.5013,2.65,1.6677,22.9
12.386,-1.2175,2.7,1.6864,23.2
12.353,-0.99558,2.75,1.7047,23.5
12.316,-0.81394,2.8,1.7228,23.8
12.275,-0.65973,2.85,1.7405,24.1
12.232,-0.52467,2.9,1.7579,24.4
12.187,-0.40311,2.95,1.775,24.7
12.14,-0.29101,3,1.7918,25
12.091,-0.18526,3.05,1.8083,25.3
12.042,-0.083378,3.1,1.8245,25.6
11.992,0.016816,3.15,1.8405,25.9
11.942,0.11735,3.2,1.8563,26.2
11.892,0.22028,3.25,1.8718,26.5
11.844,0.32786,3.3,1.8871,26.8
11.798,0.44276,3.35,1.9021,27.1
11.753,0.56834,3.4,1.9169,27.4
11.711,0.70911,3.45,1.9315,27.7
11.672,0.87145,3.5,1.9459,28
11.636,1.0649,3.55,1.9601,28.3
11.603,1.3046,3.6,1.9741,28.6
11.575,1.6166,3.65,1.9879,28.9
11.551,2.0493,3.7,2.0015,29.2
11.531,2.706,3.75,2.0149,29.5
11.516,3.8523,3.8,2.0281,29.8
11.506,6.4429,3.85,2.0412,30.1
11.501,18.507,3.9,2.0541,30.4
11.501,-21.715,3.95,2.0669,30.7
11.505,-6.7997,4,2.0794,31
11.515,-3.9824,4.05,2.0919,31.3
11.53,-2.7737,4.1,2.1041,31.6
11.549,-2.0914,4.15,2.1163,31.9
11.573,-1.6457,4.2,2.1282,32.2
11.601,-1.3264,4.25,2.1401,32.5
11.633,-1.082,4.3,2.1518,32.8
11.669,-0.88556,4.35,2.1633,33.1
11.708,-0.72115,4.4,2.1748,33.4
11.749,-0.57892,4.45,2.1861,33.7
11.794,-0.45232,4.5,2.1972,34
11.84,-0.3367,4.55,2.2083,34.3
11.889,-0.22864,4.6,2.2192,34.6
11.938,-0.12543,4.65,2.23,34.9
11.988,-0.024783,4.7,2.2407,35.2
12.038,0.075364,4.75,2.2513,35.5
12.087,0.17704,4.8,2.2618,35.8
12.136,0.28239,4.85,2.2721,36.1
12.183,0.39388,4.9,2.2824,36.4
12.229,0.51455,4.95,2.2925,36.7
12.272,0.64836,5,2.3026,37
